table,row_id,action,reason
payments,PMT-032114,quarantined,order O034861 was quarantined upstream - payment follows its order
payments,PMT-032166,quarantined,order O034920 was quarantined upstream - payment follows its order
payments,PMT-032189,quarantined,order O034946 was quarantined upstream - payment follows its order
payments,PMT-032226,quarantined,order O034986 was quarantined upstream - payment follows its order
payments,PMT-032228,quarantined,order O034988 was quarantined upstream - payment follows its order
payments,PMT-032258,quarantined,order O035024 was quarantined upstream - payment follows its order
payments,PMT-032277,quarantined,order O035046 was quarantined upstream - payment follows its order
payments,PMT-032307,quarantined,order O035078 was quarantined upstream - payment follows its order
payments,PMT-032372,quarantined,order O035150 was quarantined upstream - payment follows its order
payments,PMT-032389,quarantined,order O035170 was quarantined upstream - payment follows its order
payments,PMT-032476,quarantined,order O035263 was quarantined upstream - payment follows its order
payments,PMT-032520,quarantined,order O035309 was quarantined upstream - payment follows its order
payments,PMT-032521,quarantined,order O035310 was quarantined upstream - payment follows its order
payments,PMT-032672,quarantined,order O035471 was quarantined upstream - payment follows its order
payments,PMT-032748,quarantined,order O035555 was quarantined upstream - payment follows its order
payments,PMT-032831,quarantined,order O035650 was quarantined upstream - payment follows its order
payments,PMT-032846,quarantined,order O035667 was quarantined upstream - payment follows its order
payments,PMT-032857,quarantined,order O035679 was quarantined upstream - payment follows its order
payments,PMT-032903,quarantined,order O035730 was quarantined upstream - payment follows its order
payments,PMT-032912,quarantined,order O035742 was quarantined upstream - payment follows its order
payments,PMT-033074,quarantined,order O035916 was quarantined upstream - payment follows its order
payments,PMT-033124,quarantined,order O035967 was quarantined upstream - payment follows its order
payments,PMT-033352,quarantined,order O036213 was quarantined upstream - payment follows its order
payments,PMT-033372,quarantined,order O036234 was quarantined upstream - payment follows its order
payments,PMT-033398,quarantined,order O036261 was quarantined upstream - payment follows its order
payments,PMT-033460,quarantined,order O036334 was quarantined upstream - payment follows its order
payments,PMT-033485,quarantined,order O036361 was quarantined upstream - payment follows its order
payments,PMT-033503,quarantined,order O036380 was quarantined upstream - payment follows its order
payments,PMT-033615,quarantined,order O036507 was quarantined upstream - payment follows its order
payments,PMT-033637,quarantined,order O036534 was quarantined upstream - payment follows its order
payments,PMT-033709,quarantined,order O036611 was quarantined upstream - payment follows its order
payments,PMT-033741,quarantined,order O036646 was quarantined upstream - payment follows its order
payments,PMT-033775,quarantined,order O036686 was quarantined upstream - payment follows its order
payments,PMT-033811,quarantined,order O036728 was quarantined upstream - payment follows its order
payments,PMT-033865,quarantined,order O036785 was quarantined upstream - payment follows its order
payments,PMT-033925,quarantined,order O036850 was quarantined upstream - payment follows its order
payments,PMT-033976,quarantined,order O036903 was quarantined upstream - payment follows its order
payments,PMT-033979,quarantined,order O036906 was quarantined upstream - payment follows its order
payments,PMT-034022,quarantined,order O036953 was quarantined upstream - payment follows its order
payments,PMT-034023,quarantined,order O036954 was quarantined upstream - payment follows its order
payments,PMT-034045,quarantined,order O036977 was quarantined upstream - payment follows its order
payments,PMT-034183,quarantined,order O037128 was quarantined upstream - payment follows its order
payments,PMT-034208,quarantined,order O037153 was quarantined upstream - payment follows its order
payments,PMT-034219,quarantined,order O037165 was quarantined upstream - payment follows its order
payments,PMT-034322,quarantined,order O037279 was quarantined upstream - payment follows its order
payments,PMT-034436,quarantined,order O037403 was quarantined upstream - payment follows its order
payments,PMT-034455,quarantined,order O037426 was quarantined upstream - payment follows its order
payments,PMT-034641,quarantined,order O037629 was quarantined upstream - payment follows its order
payments,PMT-034758,quarantined,order O037758 was quarantined upstream - payment follows its order
payments,PMT-034863,quarantined,order O037872 was quarantined upstream - payment follows its order
payments,PMT-034924,quarantined,order O037938 was quarantined upstream - payment follows its order
payments,PMT-034940,quarantined,order O037956 was quarantined upstream - payment follows its order
payments,PMT-034964,quarantined,order O037982 was quarantined upstream - payment follows its order
payments,PMT-034980,quarantined,order O037998 was quarantined upstream - payment follows its order
payments,PMT-034989,quarantined,order O038010 was quarantined upstream - payment follows its order
payments,PMT-034996,quarantined,order O038018 was quarantined upstream - payment follows its order
payments,PMT-035018,quarantined,order O038040 was quarantined upstream - payment follows its order
payments,PMT-035050,quarantined,order O038076 was quarantined upstream - payment follows its order
payments,PMT-035074,quarantined,order O038101 was quarantined upstream - payment follows its order
payments,PMT-035116,quarantined,order O038148 was quarantined upstream - payment follows its order
payments,PMT-035118,quarantined,order O038150 was quarantined upstream - payment follows its order
payments,PMT-035189,quarantined,order O038230 was quarantined upstream - payment follows its order
payments,PMT-035220,quarantined,order O038261 was quarantined upstream - payment follows its order
payments,PMT-035340,quarantined,order O038389 was quarantined upstream - payment follows its order
payments,PMT-035377,quarantined,order O038428 was quarantined upstream - payment follows its order
payments,PMT-035430,quarantined,order O038485 was quarantined upstream - payment follows its order
payments,PMT-035522,quarantined,order O038584 was quarantined upstream - payment follows its order
